TradingDate,TradingPeriod,ParticipantCode,PointOfConnection,Unit,UTCSubmissionDate,UTCSubmissionTime,SubmissionOrder,IsLatestYesNo,DispatchableYesNo,Tranche,Megawatts,DollarsPerMegawattHour
2018-06-23,1,CTCT,ASB0661,"",2018-06-20,12:10:03.000,1,N,"",1,3.080,2000.00
2018-06-23,1,CTCT,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,CTCT,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,CTCT,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,CTCT,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,CTCT,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,CTCT,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,CTCT,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,CTCT,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,CTCT,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,CTCT,ASB0661,"",2018-06-20,13:30:12.000,2,Y,"",1,3.140,2000.00
2018-06-23,1,CTCT,EDG0331,"",2018-06-20,12:10:03.000,1,N,"",1,1.510,2000.00
2018-06-23,1,CTCT,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,CTCT,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,CTCT,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,CTCT,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,CTCT,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,CTCT,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,CTCT,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,CTCT,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,CTCT,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,CTCT,EDG0331,"",2018-06-20,13:30:12.000,2,Y,"",1,1.540,2000.00
2018-06-23,1,CTCT,KAW0111,"",2018-06-20,12:10:03.000,1,N,"",1,0.170,2000.00
2018-06-23,1,CTCT,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,CTCT,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,CTCT,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,CTCT,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,CTCT,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,CTCT,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,CTCT,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,CTCT,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,CTCT,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,CTCT,KAW0111,"",2018-06-20,13:30:12.000,2,Y,"",1,0.180,2000.00
2018-06-23,1,GENE,ASB0661,"",2018-06-19,23:05:29.000,1,Y,"",1,3.987,20000.00
2018-06-23,1,GENE,ASB0661,"",2018-06-19,23:05:29.000,1,Y,"",2,0.000,0.00
2018-06-23,1,GENE,ASB0661,"",2018-06-19,23:05:29.000,1,Y,"",3,0.000,0.00
2018-06-23,1,GENE,ASB0661,"",2018-06-19,23:05:29.000,1,Y,"",4,0.000,0.00
2018-06-23,1,GENE,ASB0661,"",2018-06-19,23:05:29.000,1,Y,"",5,0.000,0.00
2018-06-23,1,GENE,ASB0661,"",2018-06-19,23:05:29.000,1,Y,"",6,0.000,0.00
2018-06-23,1,GENE,ASB0661,"",2018-06-19,23:05:29.000,1,Y,"",7,0.000,0.00
2018-06-23,1,GENE,ASB0661,"",2018-06-19,23:05:29.000,1,Y,"",8,0.000,0.00
2018-06-23,1,GENE,ASB0661,"",2018-06-19,23:05:29.000,1,Y,"",9,0.000,0.00
2018-06-23,1,GENE,ASB0661,"",2018-06-19,23:05:29.000,1,Y,"",10,0.000,0.00
2018-06-23,1,GENE,EDG0331,"",2018-06-19,23:05:29.000,1,Y,"",1,3.363,20000.00
2018-06-23,1,GENE,EDG0331,"",2018-06-19,23:05:29.000,1,Y,"",2,0.000,0.00
2018-06-23,1,GENE,EDG0331,"",2018-06-19,23:05:29.000,1,Y,"",3,0.000,0.00
2018-06-23,1,GENE,EDG0331,"",2018-06-19,23:05:29.000,1,Y,"",4,0.000,0.00
2018-06-23,1,GENE,EDG0331,"",2018-06-19,23:05:29.000,1,Y,"",5,0.000,0.00
2018-06-23,1,GENE,EDG0331,"",2018-06-19,23:05:29.000,1,Y,"",6,0.000,0.00
2018-06-23,1,GENE,EDG0331,"",2018-06-19,23:05:29.000,1,Y,"",7,0.000,0.00
2018-06-23,1,GENE,EDG0331,"",2018-06-19,23:05:29.000,1,Y,"",8,0.000,0.00
2018-06-23,1,GENE,EDG0331,"",2018-06-19,23:05:29.000,1,Y,"",9,0.000,0.00
2018-06-23,1,GENE,EDG0331,"",2018-06-19,23:05:29.000,1,Y,"",10,0.000,0.00
2018-06-23,1,GENE,KAW0111,"",2018-06-19,23:05:29.000,1,Y,"",1,2.990,20000.00
2018-06-23,1,GENE,KAW0111,"",2018-06-19,23:05:29.000,1,Y,"",2,0.000,0.00
2018-06-23,1,GENE,KAW0111,"",2018-06-19,23:05:29.000,1,Y,"",3,0.000,0.00
2018-06-23,1,GENE,KAW0111,"",2018-06-19,23:05:29.000,1,Y,"",4,0.000,0.00
2018-06-23,1,GENE,KAW0111,"",2018-06-19,23:05:29.000,1,Y,"",5,0.000,0.00
2018-06-23,1,GENE,KAW0111,"",2018-06-19,23:05:29.000,1,Y,"",6,0.000,0.00
2018-06-23,1,GENE,KAW0111,"",2018-06-19,23:05:29.000,1,Y,"",7,0.000,0.00
2018-06-23,1,GENE,KAW0111,"",2018-06-19,23:05:29.000,1,Y,"",8,0.000,0.00
2018-06-23,1,GENE,KAW0111,"",2018-06-19,23:05:29.000,1,Y,"",9,0.000,0.00
2018-06-23,1,GENE,KAW0111,"",2018-06-19,23:05:29.000,1,Y,"",10,0.000,0.00
2018-06-23,1,MERI,ASB0661,"",2018-06-16,12:02:36.000,1,Y,"",1,0.000,9999.00
2018-06-23,1,MERI,ASB0661,"",2018-06-16,12:02:36.000,1,N,"",2,16.935,9998.00
2018-06-23,1,MERI,ASB0661,"",2018-06-16,12:02:36.000,1,Y,"",3,0.000,9997.00
2018-06-23,1,MERI,ASB0661,"",2018-06-16,12:02:36.000,1,Y,"",4,0.000,0.00
2018-06-23,1,MERI,ASB0661,"",2018-06-16,12:02:36.000,1,Y,"",5,0.000,0.00
2018-06-23,1,MERI,ASB0661,"",2018-06-16,12:02:36.000,1,Y,"",6,0.000,0.00
2018-06-23,1,MERI,ASB0661,"",2018-06-16,12:02:36.000,1,Y,"",7,0.000,0.00
2018-06-23,1,MERI,ASB0661,"",2018-06-16,12:02:36.000,1,Y,"",8,0.000,0.00
2018-06-23,1,MERI,ASB0661,"",2018-06-16,12:02:36.000,1,Y,"",9,0.000,0.00
2018-06-23,1,MERI,ASB0661,"",2018-06-16,12:02:36.000,1,Y,"",10,0.000,0.00
2018-06-23,1,MERI,ASB0661,"",2018-06-17,12:08:44.000,2,N,"",2,16.354,9998.00
2018-06-23,1,MERI,ASB0661,"",2018-06-17,12:15:18.000,3,N,"",2,15.198,9998.00
2018-06-23,1,MERI,ASB0661,"",2018-06-17,19:40:09.000,4,N,"",2,24.921,9998.00
2018-06-23,1,MERI,ASB0661,"",2018-06-17,21:34:17.000,5,N,"",2,25.178,9998.00
2018-06-23,1,MERI,ASB0661,"",2018-06-18,05:41:47.000,6,N,"",2,23.278,9998.00
2018-06-23,1,MERI,ASB0661,"",2018-06-18,12:04:31.000,7,N,"",2,22.514,9998.00
2018-06-23,1,MERI,ASB0661,"",2018-06-18,23:35:21.000,8,N,"",2,18.684,9998.00
2018-06-23,1,MERI,ASB0661,"",2018-06-19,12:17:12.000,9,N,"",2,19.999,9998.00
2018-06-23,1,MERI,ASB0661,"",2018-06-20,22:42:43.000,10,Y,"",2,21.290,9998.00
2018-06-23,1,MERI,EDG0331,"",2018-06-16,12:02:36.000,1,N,"",1,0.855,9999.00
2018-06-23,1,MERI,EDG0331,"",2018-06-16,12:02:36.000,1,Y,"",2,0.074,9998.00
2018-06-23,1,MERI,EDG0331,"",2018-06-16,12:02:36.000,1,Y,"",3,0.000,0.00
2018-06-23,1,MERI,EDG0331,"",2018-06-16,12:02:36.000,1,Y,"",4,0.000,0.00
2018-06-23,1,MERI,EDG0331,"",2018-06-16,12:02:36.000,1,Y,"",5,0.000,0.00
2018-06-23,1,MERI,EDG0331,"",2018-06-16,12:02:36.000,1,Y,"",6,0.000,0.00
2018-06-23,1,MERI,EDG0331,"",2018-06-16,12:02:36.000,1,Y,"",7,0.000,0.00
2018-06-23,1,MERI,EDG0331,"",2018-06-16,12:02:36.000,1,Y,"",8,0.000,0.00
2018-06-23,1,MERI,EDG0331,"",2018-06-16,12:02:36.000,1,Y,"",9,0.000,0.00
2018-06-23,1,MERI,EDG0331,"",2018-06-16,12:02:36.000,1,Y,"",10,0.000,0.00
2018-06-23,1,MERI,EDG0331,"",2018-06-17,12:08:44.000,2,N,"",1,0.859,9999.00
2018-06-23,1,MERI,EDG0331,"",2018-06-18,12:04:31.000,3,N,"",1,0.861,9999.00
2018-06-23,1,MERI,EDG0331,"",2018-06-19,12:17:12.000,4,N,"",1,0.852,9999.00
2018-06-23,1,MERI,EDG0331,"",2018-06-20,12:06:34.000,5,Y,"",1,0.851,9999.00
2018-06-23,1,MERI,KAW0111,"",2018-06-16,12:02:36.000,1,N,"",1,0.070,9999.00
2018-06-23,1,MERI,KAW0111,"",2018-06-16,12:02:36.000,1,Y,"",2,0.000,0.00
2018-06-23,1,MERI,KAW0111,"",2018-06-16,12:02:36.000,1,Y,"",3,0.000,0.00
2018-06-23,1,MERI,KAW0111,"",2018-06-16,12:02:36.000,1,Y,"",4,0.000,0.00
2018-06-23,1,MERI,KAW0111,"",2018-06-16,12:02:36.000,1,Y,"",5,0.000,0.00
2018-06-23,1,MERI,KAW0111,"",2018-06-16,12:02:36.000,1,Y,"",6,0.000,0.00
2018-06-23,1,MERI,KAW0111,"",2018-06-16,12:02:36.000,1,Y,"",7,0.000,0.00
2018-06-23,1,MERI,KAW0111,"",2018-06-16,12:02:36.000,1,Y,"",8,0.000,0.00
2018-06-23,1,MERI,KAW0111,"",2018-06-16,12:02:36.000,1,Y,"",9,0.000,0.00
2018-06-23,1,MERI,KAW0111,"",2018-06-16,12:02:36.000,1,Y,"",10,0.000,0.00
2018-06-23,1,MERI,KAW0111,"",2018-06-17,12:08:44.000,2,N,"",1,0.071,9999.00
2018-06-23,1,MERI,KAW0111,"",2018-06-18,12:04:31.000,3,N,"",1,0.072,9999.00
2018-06-23,1,MERI,KAW0111,"",2018-06-20,12:06:34.000,4,Y,"",1,0.073,9999.00
2018-06-23,1,MRPL,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",1,1.086,5000.00
2018-06-23,1,MRPL,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,MRPL,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,MRPL,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,MRPL,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,MRPL,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,MRPL,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,MRPL,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,MRPL,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,MRPL,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,MRPL,EDG0331,"",2018-06-20,12:10:03.000,1,N,"",1,2.633,5000.00
2018-06-23,1,MRPL,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,MRPL,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,MRPL,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,MRPL,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,MRPL,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,MRPL,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,MRPL,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,MRPL,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,MRPL,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,MRPL,EDG0331,"",2018-06-20,16:19:59.000,2,Y,"",1,2.565,5000.00
2018-06-23,1,MRPL,KAW0111,"",2018-06-20,12:10:03.000,1,N,"",1,0.348,5000.00
2018-06-23,1,MRPL,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,MRPL,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,MRPL,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,MRPL,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,MRPL,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,MRPL,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,MRPL,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,MRPL,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,MRPL,KAW0111,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,MRPL,KAW0111,"",2018-06-20,16:19:59.000,2,Y,"",1,0.317,5000.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-20,12:10:03.000,1,N,"",1,22.000,1000.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-20,16:20:24.000,2,N,"",1,38.000,1000.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-22,03:55:55.000,3,N,"",1,26.000,1000.00
2018-06-23,1,MRPL,KIN0111,"",2018-06-22,08:30:15.000,4,Y,"",1,12.000,1000.00
2018-06-23,1,MRPL,KIN0112,"",2018-06-20,12:10:03.000,1,N,"",1,13.000,1000.00
2018-06-23,1,MRPL,KIN0112,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,MRPL,KIN0112,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,MRPL,KIN0112,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,MRPL,KIN0112,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,MRPL,KIN0112,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,MRPL,KIN0112,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,MRPL,KIN0112,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,MRPL,KIN0112,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,MRPL,KIN0112,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,MRPL,KIN0112,"",2018-06-22,05:34:08.000,2,Y,"",1,10.000,1000.00
2018-06-23,1,MRPL,KIN0113,"",2018-06-20,12:10:03.000,1,Y,"",1,14.000,1000.00
2018-06-23,1,MRPL,KIN0113,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,MRPL,KIN0113,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,MRPL,KIN0113,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,MRPL,KIN0113,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,MRPL,KIN0113,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,MRPL,KIN0113,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,MRPL,KIN0113,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,MRPL,KIN0113,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,MRPL,KIN0113,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,NZAB,TWI2201,"",2018-06-20,12:10:03.000,1,Y,"",1,573.000,999999.99
2018-06-23,1,NZAB,TWI2201,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,NZAB,TWI2201,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,NZAB,TWI2201,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,NZAB,TWI2201,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,NZAB,TWI2201,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,NZAB,TWI2201,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,NZAB,TWI2201,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,NZAB,TWI2201,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,NZAB,TWI2201,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,NZSD,GLN0331,"",2018-06-20,12:10:03.000,1,Y,"",1,91.600,9997.00
2018-06-23,1,NZSD,GLN0331,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,NZSD,GLN0331,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,NZSD,GLN0331,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,NZSD,GLN0331,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,NZSD,GLN0331,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,NZSD,GLN0331,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,NZSD,GLN0331,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,NZSD,GLN0331,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,NZSD,GLN0331,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,PPFP,WHI0111,"",2018-06-17,21:20:42.000,1,Y,"",1,30.000,1000.00
2018-06-23,1,PPFP,WHI0111,"",2018-06-17,21:20:42.000,1,Y,"",2,15.000,350.00
2018-06-23,1,PPFP,WHI0111,"",2018-06-17,21:20:42.000,1,Y,"",3,20.000,250.00
2018-06-23,1,PPFP,WHI0111,"",2018-06-17,21:20:42.000,1,Y,"",4,0.000,0.00
2018-06-23,1,PPFP,WHI0111,"",2018-06-17,21:20:42.000,1,Y,"",5,0.000,0.00
2018-06-23,1,PPFP,WHI0111,"",2018-06-17,21:20:42.000,1,Y,"",6,0.000,0.00
2018-06-23,1,PPFP,WHI0111,"",2018-06-17,21:20:42.000,1,Y,"",7,0.000,0.00
2018-06-23,1,PPFP,WHI0111,"",2018-06-17,21:20:42.000,1,Y,"",8,0.000,0.00
2018-06-23,1,PPFP,WHI0111,"",2018-06-17,21:20:42.000,1,Y,"",9,0.000,0.00
2018-06-23,1,PPFP,WHI0111,"",2018-06-17,21:20:42.000,1,Y,"",10,0.000,0.00
2018-06-23,1,PSNZ,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",1,0.000,9999.00
2018-06-23,1,PSNZ,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,PSNZ,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,PSNZ,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,PSNZ,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,PSNZ,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,PSNZ,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,PSNZ,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,PSNZ,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,PSNZ,ASB0661,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,PUNZ,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",1,0.108,15000.00
2018-06-23,1,PUNZ,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",2,0.000,0.00
2018-06-23,1,PUNZ,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",3,0.000,0.00
2018-06-23,1,PUNZ,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",4,0.000,0.00
2018-06-23,1,PUNZ,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",5,0.000,0.00
2018-06-23,1,PUNZ,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",6,0.000,0.00
2018-06-23,1,PUNZ,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",7,0.000,0.00
2018-06-23,1,PUNZ,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",8,0.000,0.00
2018-06-23,1,PUNZ,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",9,0.000,0.00
2018-06-23,1,PUNZ,EDG0331,"",2018-06-20,12:10:03.000,1,Y,"",10,0.000,0.00
2018-06-23,1,SKOG,KAW0112,DLS0,2018-06-20,12:10:03.000,1,Y,N,1,25.000,15000.00
2018-06-23,1,SKOG,KAW0112,DLS0,2018-06-20,12:10:03.000,1,N,N,2,9.000,14000.00
2018-06-23,1,SKOG,KAW0112,DLS0,2018-06-20,12:10:03.000,1,Y,N,3,6.000,1000.00
2018-06-23,1,SKOG,KAW0112,DLS0,2018-06-20,12:10:03.000,1,Y,N,4,0.000,0.00
2018-06-23,1,SKOG,KAW0112,DLS0,2018-06-20,12:10:03.000,1,Y,N,5,0.000,0.00
2018-06-23,1,SKOG,KAW0112,DLS0,2018-06-20,12:10:03.000,1,Y,N,6,0.000,0.00
2018-06-23,1,SKOG,KAW0112,DLS0,2018-06-20,12:10:03.000,1,Y,N,7,0.000,0.00
2018-06-23,1,SKOG,KAW0112,DLS0,2018-06-20,12:10:03.000,1,Y,N,8,0.000,0.00
2018-06-23,1,SKOG,KAW0112,DLS0,2018-06-20,12:10:03.000,1,Y,N,9,0.000,0.00
2018-06-23,1,SKOG,KAW0112,DLS0,2018-06-20,12:10:03.000,1,Y,N,10,0.000,0.00
2018-06-23,1,SKOG,KAW0112,DLS0,2018-06-22,03:17:57.000,2,Y,N,2,10.000,14000.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-20,12:10:04.000,1,N,Y,1,8.000,15000.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-20,12:10:04.000,1,Y,Y,2,0.000,151.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-20,12:10:04.000,1,N,Y,3,28.000,150.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-20,12:10:04.000,1,Y,Y,4,0.000,0.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-20,12:10:04.000,1,Y,Y,5,0.000,0.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-20,12:10:04.000,1,Y,Y,6,0.000,0.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-20,12:10:04.000,1,Y,Y,7,0.000,0.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-20,12:10:04.000,1,Y,Y,8,0.000,0.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-20,12:10:04.000,1,Y,Y,9,0.000,0.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-20,12:10:04.000,1,Y,Y,10,0.000,0.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-22,03:17:57.000,2,Y,Y,1,12.000,15000.00
2018-06-23,1,SKOG,KAW0113,DLS1,2018-06-22,03:17:57.000,2,Y,Y,3,56.000,150.00
2018-06-23,1,TAOM,KAW0111,"",2018-06-20,12:10:04.000,1,Y,"",1,0.100,1000.00
2018-06-23,1,TAOM,KAW0111,"",2018-06-20,12:10:04.000,1,Y,"",2,0.000,800.00
2018-06-23,1,TAOM,KAW0111,"",2018-06-20,12:10:04.000,1,Y,"",3,0.000,0.00
2018-06-23,1,TAOM,KAW0111,"",2018-06-20,12:10:04.000,1,Y,"",4,0.000,0.00
2018-06-23,1,TAOM,KAW0111,"",2018-06-20,12:10:04.000,1,Y,"",5,0.000,0.00
2018-06-23,1,TAOM,KAW0111,"",2018-06-20,12:10:04.000,1,Y,"",6,0.000,0.00
2018-06-23,1,TAOM,KAW0111,"",2018-06-20,12:10:04.000,1,Y,"",7,0.000,0.00
2018-06-23,1,TAOM,KAW0111,"",2018-06-20,12:10:04.000,1,Y,"",8,0.000,0.00
